Chr	Start	End	Peak_score	Distance_to_TSS	EntrezID	Refseq	Ensembl	Gene	Peak_type	Peak_bin_distance	Peak_bin	Annotation_method	Interaction_score	Promoter_bin	TSS_bin_distance
chr3	105058887	105059492	171.396	-6044	80281.0	NM_030249	ENSMUSG00000062127	Cttnbp2nl	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr4	139636357	139636987	0.0	-7370	102465617.0	NR_105987	ENSMUSG00000098569	Mir7020	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr18	38212609	38213019	0.0	-3052	75599.0	NM_029357	ENSMUSG00000051375	Pcdh1	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr8	106165400	106165969	0.0	-3169	330836.0	NM_178798	ENSMUSG00000031904	Slc7a6	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr19	29354759	29356174	0.0	6404	67759.0	NM_026362	ENSMUSG00000016495	Plgrkt	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr5	135015329	135016024	0.0	-2520	69812.0	NR_026688	ENSMUSG00000085042	Abhd11os	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr9	97111335	97111581	116.561	-417	192287.0	NM_138756	ENSMUSG00000032449	Slc25a36	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr4	139622940	139623297	101.619	225	212647.0	NM_175438	ENSMUSG00000028737	Aldh4a1	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr2	155619777	155620635	0.0	-2674	735275.0	NR_030757	ENSMUSG00000076312	Mir499	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr19	29253649	29254582	0.0	2313	16452.0	NM_008413	ENSMUSG00000024789	Jak2	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr5	135012838	135013670	0.0	-97	69812.0	NR_026688	ENSMUSG00000085042	Abhd11os	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr8	106140724	106141300	0.0	-4038	77411.0	NM_176838	ENSMUSG00000084128	Esrp2	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr2	155584131	155584817	0.0	8336	14854.0	NM_008180	ENSMUSG00000027610	Gss	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr10	89630088	89630907	307.584	-9249	216227.0	NM_182959	ENSMUSG00000019935	Slc17a8	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr2	181392535	181393286	0.0	8661	100271841.0, 329584.0	NR_027289, NR_045164	ENSMUSG00000010492, ENSMUSG00000085028	Uckl1os, Slc2a4rg-ps	Proximal, Proximal	17911.0, nan	4.0, nan	Interaction_anno, Proximal_anno	nan, nan	-1.0, nan	-3480.0, nan
chr9	121302623	121303015	159.427	5317	67095.0	NM_175114	ENSMUSG00000032536	Trak1	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr19	29101122	29101539	140.481	-44	59028.0	NM_021525	ENSMUSG00000024785	Rcl1	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr3	104779961	104780931	0.0	-610	71887.0	NM_027982	ENSMUSG00000002228	Ppm1j	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr5	135008881	135009693	165.411	-12	68758.0	NM_145215	ENSMUSG00000040532	Abhd11	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr2	155517710	155518718	0.0	171	60525.0	NM_019811	ENSMUSG00000027605	Acss2	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr10	89461761	89462404	0.0	-18116	216227.0	NM_182959	ENSMUSG00000019935	Slc17a8	Distal	-12917.0	-3.0	Interaction_anno	nan	-1.0	-3751.0
chr2	155515938	155516518	0.0	-1382	207182.0	NM_144786	ENSMUSG00000027603	Ggt7	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr1	193208058	193208647	0.0	-6807	215303.0, 215243.0	NM_144817, NM_153137	ENSMUSG00000016179, ENSMUSG00000037318	Camk1g, Traf3ip3	Proximal, Proximal	-16647.0, nan	-3.0, nan	Interaction_anno, Proximal_anno	nan, nan	-1.0, nan	-4718.0, nan
chr3	104777387	104777782	191.349	-38	329731.0	NM_183224	ENSMUSG00000055865	Tafa3	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr7	123465770	123466002	151.449	3592	11833.0	NM_007474	ENSMUSG00000030762	Aqp8	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr14	63869631	63870339	0.0	9673	72400.0	NM_028228	ENSMUSG00000021958	Pinx1	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chrX	150458872	150459460	0.0	-16	382245.0	NM_001164683	ENSMUSG00000041353	Tmem29	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr1	164054977	164055275	127.522	6892	20339.0	NM_011345	ENSMUSG00000026582	Sele	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr19	29063773	29064554	0.0	-3137	100503337.0	NR_045687	ENSMUSG00000118038	Gm9895	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr2	155514748	155515298	309.579	-177	207182.0	NM_144786	ENSMUSG00000027603	Ggt7	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr12	86079186	86080083	0.0	-594	21809.0	NM_009368	ENSMUSG00000021253	Tgfb3	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chrX	20946062	20946585	199.332	4284	13712.0	NM_007922	ENSMUSG00000009406	Elk1	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr3	104770142	104770529	115.564	7211	329731.0	NM_183224	ENSMUSG00000055865	Tafa3	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr14	63860778	63861126	123.536	640	72400.0	NM_028228	ENSMUSG00000021958	Pinx1	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr7	123398958	123399152	87.681	-8762	30949.0	NM_025304	ENSMUSG00000030763	Lcmt1	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr11	107994630	107995124	248.237	-1971	102465705.0	NR_106082	ENSMUSG00000098989	Mir7223	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr5	134932879	134933471	303.595	651	79565.0	NM_024479	ENSMUSG00000040557	Mettl27	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr4	139574246	139574800	0.0	-197	212632.0	NM_183148	ENSMUSG00000041025	Iffo2	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr5	148946884	148947762	222.285	-2927	71473.0	NR_040686	ENSMUSG00000079069	8430423G03Rik	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr2	155512168	155513092	0.0	2216	207182.0	NM_144786	ENSMUSG00000027603	Ggt7	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr6	119109169	119109433	99.627	-806	12288.0	NM_009781	ENSMUSG00000051331	Cacna1c	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr1	163910301	163910977	0.0	-18461	53330.0	NM_016796	ENSMUSG00000026696	Vamp4	Distal	-14360.5	-3.0	Interaction_anno	nan	1.0	4172.0
chr7	123205344	123205619	285.648	-9384	233836.0	NM_146198	ENSMUSG00000030769	Slc5a11	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr5	134918031	134918502	0.0	-2737	57255.0	NM_020504	ENSMUSG00000008843	Cldn13	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr18	38004496	38004780	111.444	-5669	106952.0	NM_139206	ENSMUSG00000024451	Arap3	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr1	162895697	162896220	266.207	2534	55990.0	NM_018881	ENSMUSG00000040170	Fmo2	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr19	55218217	55218850	0.0	-962	nan	nan	nan	nan	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr6	118455099	118455550	146.463	181	72720.0	NM_028335	ENSMUSG00000030145	Zfp248	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr9	96889202	96890219	0.0	-237	235534.0	NM_153420	ENSMUSG00000043587	Pxylp1	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr14	63545623	63546167	0.0	-1942	210376.0	NM_177594	ENSMUSG00000035078	Mtmr9	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr4	139380366	139380748	113.572	-102	69116.0	NM_001160319	ENSMUSG00000066036	Ubr4	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr5	134907166	134907693	0.0	-697	76629.0	NM_029681	ENSMUSG00000040576	Tmem270	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr12	85818385	85818990	0.0	6205	58520.0	NM_021446	ENSMUSG00000021252	Erg28	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr18	37984291	37985021	0.0	6289	102466913.0	NR_105946	ENSMUSG00000098297	Mir6980	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr8	105990659	105991231	0.0	828	319446.0	NM_176913	ENSMUSG00000053687	Dpep2	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr14	63535028	63535482	259.729	8698	210376.0	NM_177594	ENSMUSG00000035078	Mtmr9	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chrX	20662692	20662869	125.529	-115	22201.0	NM_009457	ENSMUSG00000001924	Uba1	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr2	155436539	155437341	0.0	3843	56406.0	NM_019825	ENSMUSG00000038369	Ncoa6	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr5	134748192	134748836	0.0	-1191	13717.0	NM_007925	ENSMUSG00000029675	Eln	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr6	118419600	118420173	0.0	-470	213895.0	NM_194339	ENSMUSG00000030138	Bms1	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr18	37969695	37969971	79.722	-102	319262.0	NM_175684	ENSMUSG00000038524	Fchsd1	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr1	162740466	162740972	305.59	-163	226562.0	NM_001081290	ENSMUSG00000040225	Prrc2c	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr3	153835638	153836214	0.0	-8321	66772.0	NM_025758	ENSMUSG00000038997	Asb17	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr8	105930418	105931270	0.0	3018	109660.0	NM_023182	ENSMUSG00000031896	Ctrl	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr2	155384716	155385743	0.0	3374	68728.0	NM_178111	ENSMUSG00000038375	Trp53inp2	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr10	88376655	88377340	0.0	-2270	432486.0	NM_001004164	ENSMUSG00000035311	Gnptab	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr12	85687865	85688293	256.224	1359	53314.0	NM_016767	ENSMUSG00000034266	Batf	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr9	121284536	121284996	60.835	-7594	209012.0	NM_177589	ENSMUSG00000040936	Ulk4	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr5	134688559	134689508	0.0	-444	16885.0	NM_010717	ENSMUSG00000029674	Limk1	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr18	37956197	37956644	222.285	862	225392.0	NM_153793	ENSMUSG00000044024	Rell2	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr8	105860242	105860679	219.871	-72	68051.0	NM_026532	ENSMUSG00000008450	Nutf2	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr9	96759080	96759681	0.0	-6181	319707.0	NR_102293	ENSMUSG00000101581	C430002N11Rik	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr1	162665175	162665683	231.826	-7210	100038657.0	NM_001177581	ENSMUSG00000091060	Myocos	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr10	88371877	88372427	0.0	-7116	432486.0	NM_001004164	ENSMUSG00000035311	Gnptab	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr7	122667923	122668541	92.658	-3512	54376.0	NM_019430	ENSMUSG00000066189	Cacng3	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr4	139312613	139313273	0.0	2199	110198.0	NM_025337	ENSMUSG00000028743	Akr7a5	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr18	37935089	37936014	0.0	-76	13367.0	NM_007858	ENSMUSG00000024456	Diaph1	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr11	107473183	107474076	0.0	-2910	71795.0	NM_145823	ENSMUSG00000040430	Pitpnc1	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr8	105854632	105855174	0.0	-200	59016.0	NM_021513	ENSMUSG00000036442	Thap11	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr5	134616958	134617801	0.0	-2355	56743.0	NM_020044	ENSMUSG00000040751	Lat2	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr2	155133435	155133684	105.603	79	16396.0	NM_008395	ENSMUSG00000027598	Itch	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr4	139289026	139289478	207.315	21456	15565.0	NM_021358	ENSMUSG00000028747	Htr6	Distal	14252.5	3.0	Interaction_anno	nan	-0.0	-211.0
chr1	193173597	193173923	69.778	183	319266.0	NM_181048	ENSMUSG00000079144	A130010J15Rik	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr11	107470489	107471243	99.627	-146	71795.0	NM_145823	ENSMUSG00000040430	Pitpnc1	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr6	118067770	118067986	100.623	1493	70727.0	NM_027526	ENSMUSG00000030134	Rasgef1a	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr18	37886997	37887421	261.722	-32549	93716.0	NM_033591	ENSMUSG00000103897	Pcdhga8	Distal	12209.5	2.0	Interaction_anno	nan	-0.0	-706.0
chr8	105835155	105835792	0.0	7730	72236.0	NM_024445	ENSMUSG00000031893	Tsnaxip1	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr5	148942453	148942838	128.519	-7604	71473.0	NR_040686	ENSMUSG00000079069	8430423G03Rik	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr14	63195809	63196597	0.0	-2678	382913.0	NM_201610	ENSMUSG00000035121	Neil2	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr5	134582421	134582846	0.0	-56	19718.0	NM_020022	ENSMUSG00000023104	Rfc2	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr4	139287519	139288059	0.0	22919	15565.0	NM_021358	ENSMUSG00000028747	Htr6	Distal	12789.5	3.0	Interaction_anno	nan	-0.0	-211.0
chr2	155082476	155082677	221.287	-8080	269378.0	NM_016661	ENSMUSG00000027597	Ahcy	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr12	113487629	113488294	289.636	-1603	238405.0	NM_001009545	ENSMUSG00000051804	Adam6b	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr11	107468744	107469891	0.0	1402	71795.0	NM_145823	ENSMUSG00000040430	Pitpnc1	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chrX	13710029	13710696	0.0	-9490	100499528.0	NR_037311	ENSMUSG00000092752	Mir3473a	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr10	87854422	87854787	221.287	-3660	16000.0	NM_010512	ENSMUSG00000020053	Igf1	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr5	134552515	134552886	178.379	-267	269713.0	NM_009990	ENSMUSG00000063146	Clip2	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr4	139251973	139252528	0.0	58140	15565.0	NM_021358	ENSMUSG00000028747	Htr6	Distal	-22749.0	-5.0	Interaction_anno	nan	-0.0	-211.0
chr18	37883136	37884222	0.0	-29019	93716.0	NM_033591	ENSMUSG00000103897	Pcdhga8	Distal	8679.5	2.0	Interaction_anno	nan	-0.0	-706.0
chr1	162549726	162550472	252.752	-1754	240880.0, 71449.0	NM_028776, NM_144877	ENSMUSG00000026584, ENSMUSG00000026694	Scyl3, Eef1aknmt	Promoter, Promoter	-24900.5, nan	-5.0, nan	Interaction_anno, Proximal_anno	nan, nan	-1.0, nan	-4100.0, nan
chr6	118007402	118007812	97.636	-3898	70727.0	NM_027526	ENSMUSG00000030134	Rasgef1a	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr14	63050840	63051351	0.0	-3977	72609.0	NR_046019	nan	2700070H01Rik	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chrX	13656892	13657300	263.716	-4267	319200.0	NM_175669	ENSMUSG00000047678	Gpr82	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr2	155019652	155020320	208.313	6416	50518.0	NM_015770	ENSMUSG00000027596	a	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr3	104643932	104644521	0.0	5563	20501.0	NM_009196	ENSMUSG00000032902	Slc16a1	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr18	37877340	37877966	0.0	-22993	93716.0	NM_033591	ENSMUSG00000103897	Pcdhga8	Distal	2653.5	1.0	Interaction_anno	nan	-0.0	-706.0
chr14	62975100	62975641	0.0	9139	432867.0	NM_001037751	ENSMUSG00000075574	Defb48	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr6	117921210	117921922	0.0	4272	98758.0	NM_133834	ENSMUSG00000042079	Hnrnpf	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr9	121283683	121283982	99.627	-6661	209012.0	NM_177589	ENSMUSG00000040936	Ulk4	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chrX	13461537	13462191	0.0	774	236690.0	NM_173415	ENSMUSG00000051228	Nyx	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr3	104511816	104512407	0.0	-194	269473.0	NM_001025067	ENSMUSG00000032913	Lrig2	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr8	105714133	105714727	0.0	6141	71046.0	NM_027655	ENSMUSG00000013158	4933405L10Rik	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr4	139178074	139178422	134.5	2407	100038595.0	NR_033543	ENSMUSG00000073739	Gm16287	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr18	80712290	80713008	73.754	422	18018.0	NM_016791	ENSMUSG00000033016	Nfatc1	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr18	37852173	37852796	0.0	2175	93716.0, 102465592.0	NM_033591, NR_105945	ENSMUSG00000103897, ENSMUSG00000098706	Pcdhga8, Mir6979	Promoter, Promoter	-22515.0, nan	-5.0, nan	Interaction_anno, Proximal_anno	nan, nan	-0.0, nan	-706.0, nan
chr7	122290034	122290498	107.595	1141	18751.0	NM_008855	ENSMUSG00000052889	Prkcb	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr6	117916969	117917407	114.422	-106	98758.0	NM_133834	ENSMUSG00000042079	Hnrnpf	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr12	85474502	85474898	93.654	810	14281.0	NM_010234	ENSMUSG00000021250	Fos	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr11	107188994	107189757	0.0	5	68979.0	NM_133702	ENSMUSG00000018433	Nol11	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr8	105700924	105701659	157.432	-64	497652.0	NM_001012638	ENSMUSG00000038000	Acd	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr18	37761489	37761883	0.0	-115	93705.0	NM_033580	ENSMUSG00000103081	Pcdhgb8	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr4	139086036	139086335	298.61	6784	17965.0	NM_008675	ENSMUSG00000041120	Nbl1	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr11	107159070	107159449	65.803	1852	105734734.0	NM_001308498	nan	Gm11715	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr18	37755423	37755957	122.539	-83	93723.0	NM_033594	ENSMUSG00000102742	Pcdhga11	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr8	105685760	105686459	0.0	-164	234695.0	NM_001033320	ENSMUSG00000050357	Carmil2	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr14	62837077	62837709	0.0	-297	268752.0	NM_175546	ENSMUSG00000014547	Wdfy2	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr1	161999543	162000204	0.0	-5095	72753.0	NR_040562	ENSMUSG00000090260	2810442N19Rik	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr3	103904622	103905112	180.374	-9253	229675.0	NM_172684	ENSMUSG00000044098	Rsbn1	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr12	85346203	85346993	0.0	-7236	217718.0	NM_145138	ENSMUSG00000034290	Nek9	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr11	107151924	107152175	74.749	-5358	105734734.0	NM_001308498	nan	Gm11715	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr10	130313476	130314026	0.0	-9101	67596.0	NM_183264	ENSMUSG00000034833	Tespa1	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr10	86705745	86706008	74.749	66	103220.0	NM_153595	ENSMUSG00000044937	Ttc41	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr2	154790678	154791275	203.323	-133	19383.0	NM_023130	ENSMUSG00000027593	Raly	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chrX	13071092	13071620	100.623	-142	22284.0	NM_009481	ENSMUSG00000031010	Usp9x	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr18	37751419	37751901	0.0	41	93704.0	NM_033579	ENSMUSG00000104063	Pcdhgb7	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr8	105636638	105637118	0.0	340	13018.0	NM_181322	ENSMUSG00000005698	Ctcf	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr1	161976486	161977043	0.0	2871	75368.0	NM_001204904	ENSMUSG00000086277	4930558K02Rik	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr12	113485221	113485710	115.564	-4099	238405.0	NM_001009545	ENSMUSG00000051804	Adam6b	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr12	85341155	85341614	271.199	-2023	217718.0	NM_145138	ENSMUSG00000034290	Nek9	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr18	37741764	37742370	0.0	-27	93703.0	NM_033578	ENSMUSG00000103088	Pcdhgb6	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr14	62761158	62761651	178.379	-293	18130.0	NM_008715	ENSMUSG00000035161	Ints6	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr4	138922007	138922608	0.0	-8361	73162.0	NM_028453	ENSMUSG00000041161	Otud3	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr9	95853020	95853563	0.0	4225	73410.0	NM_028533	ENSMUSG00000096655	1700065D16Rik	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr11	107138727	107139260	193.345	-6847	207165.0	NM_176850	ENSMUSG00000040481	Bptf	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr8	105622288	105623716	0.0	7536	100316712.0	NR_035492	ENSMUSG00000089432	Mir1966	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr1	161875973	161876447	92.658	472	226551.0	NM_172645	ENSMUSG00000040297	Suco	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr7	122189521	122190016	0.0	-3538	26918.0	NM_012016	ENSMUSG00000030866	Ern2	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr3	103852374	103852899	258.22	-7158	19260.0	NM_008979	ENSMUSG00000027843	Ptpn22	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr1	193130181	193130797	0.0	-219	215193.0	NM_145415	ENSMUSG00000016181	Utp25	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr4	138913864	138914522	0.0	-246	73162.0	NM_028453	ENSMUSG00000041161	Otud3	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr12	85339409	85339763	89.672	-224	217718.0	NM_145138	ENSMUSG00000034290	Nek9	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr18	37730725	37731126	181.036	-45	93702.0	NM_033577	ENSMUSG00000103749	Pcdhgb5	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr8	105604817	105605371	298.159	-135	75687.0	NM_001081241	ENSMUSG00000038604	Ripor1	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr7	122101795	122102365	0.0	-232	70316.0	NM_028177	ENSMUSG00000030869	Ndufab1	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr19	24961646	24962460	0.0	-437	226043.0	NM_146097	ENSMUSG00000024878	Cbwd1	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr14	62457286	62458056	0.0	-1382	239134.0	NM_172810	ENSMUSG00000021933	Gucy1b2	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr11	107131905	107132556	0.0	-84	207165.0	NM_176850	ENSMUSG00000040481	Bptf	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr6	117758454	117758866	0.0	-6891	72263.0	NR_045731	ENSMUSG00000099869	1700030F04Rik	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr4	138884367	138884827	295.618	6655	26970.0	NM_012044	ENSMUSG00000028751	Pla2g2e	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr18	36802941	36803548	283.181	1482	378472.0	NR_027885	nan	Vaultrc5	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr3	103738352	103738958	0.0	-654	99543.0	NM_133859	ENSMUSG00000027848	Olfml3	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr7	122098887	122099698	0.0	2555	70316.0	NM_028177	ENSMUSG00000030869	Ndufab1	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr19	24958448	24958903	0.0	2940	226043.0	NM_146097	ENSMUSG00000024878	Cbwd1	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr8	105596355	105597351	0.0	-8376	75687.0	NM_001081241	ENSMUSG00000038604	Ripor1	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr9	95512095	95512361	99.627	-232	67958.0	NM_026476	ENSMUSG00000032407	U2surp	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr12	85280468	85280919	220.289	-259	66204.0	NM_025421	ENSMUSG00000008822	Acyp1	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr4	138866362	138866876	0.0	-3150	18784.0	NM_011110	ENSMUSG00000041193	Pla2g5	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr3	103737700	103738144	168.404	79	99543.0	NM_133859	ENSMUSG00000027848	Olfml3	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr18	36687693	36688083	167.406	8037	240216.0	NM_172831	ENSMUSG00000044719	E230025N22Rik	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr2	154648058	154648337	168.404	-8828	75608.0	NM_029362	ENSMUSG00000038467	Chmp4b	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr7	121975101	121975450	130.313	6417	233824.0	NM_001033318	ENSMUSG00000034951	Cog7	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr8	105566082	105566678	0.0	-316	11972.0	NM_013477	ENSMUSG00000013160	Atp6v0d1	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr2	181866950	181867788	0.0	3009	67005.0	NM_025901	ENSMUSG00000038628	Polr3k	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr2	181375926	181376345	150.452	-5099	72699.0, 100271841.0	NM_023684, NR_027289	ENSMUSG00000090077, ENSMUSG00000010492	Lime1, Uckl1os	Proximal, Proximal	nan, 1136.0	nan, 0.0	Proximal_anno, Interaction_anno	nan, nan	nan, -1.0	nan, -3480.0
chr4	138856592	138856875	89.672	6735	18784.0	NM_011110	ENSMUSG00000041193	Pla2g5	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chrX	12677072	12677966	207.315	-3880	69155.0	NM_175141	ENSMUSG00000044148	1810030O07Rik	Proximal	nan	nan	Proximal_anno	nan	nan	nan
